Unnamed: 0,ztfname,redshift,redshift_err,source,t0,x0,x1,c,t0_err,x0_err,x1_err,c_err,cov_t0_x0,cov_t0_x1,cov_t0_c,cov_x0_x1,cov_x0_c,cov_x1_c,mwebv,mwr_v,mwebv_err,fitprob,ra,dec,sn_type,sub_type,lccoverage_flag,fitquality_flag,iau_name,frac_fitted,blast_transient_spectroscopic_class,blast_transient_photometric_class,blast_host_name,blast_host_ra_deg,blast_host_dec_deg,blast_host_redshift,blast_host_EBV_MW,blast_local_log_mass_50,blast_local_log_sfr_50,blast_local_log_ssfr_50,blast_local_log_age_50,blast_local_mass_surviving_ratio,blast_global_log_mass_50,blast_global_log_sfr_50,blast_global_log_ssfr_50,blast_global_log_age_50,blast_global_mass_surviving_ratio
0,ZTF17aadlxmv,0.06201943,1.281e-05,z_gal,58878.08527692311,0.001125616,0.4599662001239373,0.062073539,0.2192797805473674,3.6800816899900616e-05,0.1385185754747672,0.030692724,-1.02e-06,-0.020520443,0.000941995,-2.35e-07,-9.77e-07,-0.000137686,0.033334651,3.1,0,0.178353087,127.448018,33.906536,snia-cosmo,norm,1.0,1.0,2020adv,100.0,SN Ia,,2020adv,127.44817437,33.90650183,0.06196029,0.0333301743119955,10.13551449020814,-0.3337495272228708,-10.459054101295246,7.048081121666014,0.5879726621710134,10.737032617696428,0.1254455213817848,-10.62222641972757,8.067656939652284,0.5725874531759712
5,ZTF18aaasvcd,0.00910671,1.016e-05,z_gal,,,,,,,,,,,,,,,0.012340679,3.1,0,0.0,142.229652,49.238127,snia-cosmo,norm,0.0,0.0,2018pc,100.0,Ia,,2018pc,142.2307,49.2385,0.009109695,0.01233746772632,9.56987001765152,-1.459413581245076,-11.063434543929628,8.87335324189022,0.5754001261575206,10.076144908800694,-0.7373560594208677,-10.807962845060334,9.921940561616026,0.5587836265554477
6,ZTF18aabasml,0.04726883,1.308e-05,z_gal,58171.94225059728,0.000457987,4.999979792566421,1.008026309179062,0.8051991469001223,9.887422447450234e-05,7.109740674772212,0.1482685984601599,-2.68e-05,5.051952420120624e-05,0.018306732,-3.49e-08,-1.44e-05,5.8785652378544944e-05,0.010949589,3.1,0,0.9775997614882432,166.486441,37.625088,snia-cosmo,norm,0.0,0.0,2018tz,100.0,Ia,,2018tz,166.48645263,37.62538821,0.04720976,0.0109487567842006,9.509310261542188,-0.4107563143873691,-9.903171283475688,7.039682184830896,0.5838064808106964,9.863553639066687,0.6553329781334325,-9.22252816797068,5.781838077058719,0.6210648810598534
7,ZTF18aabdgik,0.02160394,1.242e-05,z_gal,58430.41847938639,0.010333476,-0.559623449,-0.399999979,0.4023501689880504,0.000317715,0.3360106435285712,1.5561573947182556,-1.45e-05,-0.087161492,-1.17e-06,-2.63e-05,-9.51e-09,-1.39e-06,0.048908176,3.1,0,0.4841749415051043,175.598841,10.264214,snia-cosmo,norm,0.0,0.0,2018hzg,100.0,Ia,,2018hzg,175.5987,10.2642,0.02160394,0.0489106528460979,10.57698568324962,0.6363184617233522,-9.903906016489254,6.155876887364557,0.6023481498533879,11.073141388486064,-0.2908921018641017,-11.349632953162857,8.660777758521183,0.5729714632586187
8,ZTF18aabqgnb,0.03609448,0.00320039,z_snid,58174.45632799804,0.001015418,2.262981035908818,0.546845722,0.4759342230718175,0.000322521,1.4969341672154832,0.1872305425002258,-0.000130316,0.6171959649434136,0.073973274,-0.000474483,-6.06e-05,0.2718646150588094,0.018314742,3.1,0,0.9987788073438428,178.189495,37.854296,snia-cosmo,norm,1.0,0.0,2018yc,100.0,Ia,,2018yc,178.18927622,37.85465363,,0.0183156397566199,8.299284628111781,-1.3490603645971724,-9.672396502563869,5.981152998936329,0.6278858568046192,8.616026556191828,-0.6234259924936162,-9.263253322510495,6.551286401149953,0.6182982838878466
9,ZTF18aabssme,0.04168907,1.023e-05,z_gal,58184.828820717805,0.002601589,-1.410702417,0.010829808,3.758744773829676,0.001101418,2.558823558390531,0.3280597315642612,-0.00026923,-8.072329433,0.3211260200989447,-0.001607982,-0.000368725,0.3463898257668328,0.034648476,3.1,0,0.5837131942086724,155.711512,14.05482,snia-cosmo,norm,0.0,0.0,2018aca,100.0,Ia,,2018aca,155.71206833,14.05461329,0.04168029,0.0346508720517158,8.882662882119629,-0.6532051421584589,-9.55792252577279,5.116310286113526,0.6408748325876822,9.369524109852897,-0.8403080688533272,-10.212589432435486,8.497008901888597,0.5692076083793735
10,ZTF18aabstmw,0.02308648,1.354e-05,z_gal,58190.750250680176,0.001255594,-1.527618912,0.3101535772163206,0.1031127189708058,6.827616505692812e-05,0.110239796,0.044589065,-1.16e-06,-0.006445485,0.001526092,-6.09e-07,-2.8e-06,-0.000677938,0.011196535,3.1,0,5.1108233978120045e-11,153.451129,38.763123,snia-pec,91bg,1.0,0.0,2018aaz,100.0,Ia-91bg,,2018aaz,153.4605,38.765,0.02308648,0.0112606442160904,9.087361964911462,-1.8746647058910575,-10.967243652900509,8.619841768332961,0.5656989265823268,11.5266789371265,-0.7625424071463366,-12.27957583923014,12.10745148419073,0.5687223808658171
11,ZTF18aabsygo,0.0308917,1.174e-05,z_gal,58174.04809,0.003038614,-1.412822978,0.2081263339420561,1.1789257552518393,0.002475832,2.259089940304038,0.4785452801864851,-0.001032201,0.9286812012426584,0.1494385091821629,-0.005641402,-0.001267598,1.1559362289904658,0.033958315,3.1,0,0.8954795452544003,139.09223,10.231721,snia-cosmo,91t,0.0,0.0,2018xy,100.0,Ia,,2018xy,139.09214257,10.23173122,0.03083431,0.0339609061181545,10.288937424214463,0.3557522305553936,-9.924110943670152,6.78494612804265,0.5896786351266582,10.831457163049352,-2.8352621047304445,-13.631468667176776,12.437836794168426,0.5622389323207023
14,ZTF18aabtiph,0.03597421,1.48e-05,z_gal,58178.67028134442,0.003541549,-2.37397875,-0.293111121,0.4026628470419382,0.000507067,0.1783517996036394,0.097264739,-0.00010578,0.025200475,0.015537451,-5.57e-05,-4.88e-05,0.010227651,0.018811278,3.1,0,0.1270714817704331,183.846314,27.626488,snia-cosmo,norm,1.0,0.0,2018yq,100.0,Ia,,2018yq,183.84639014,27.62621411,0.03591977,0.018811650685966,10.061829877628918,-0.0550950782750701,-10.109940873577774,7.441173917965729,0.5822256524212917,10.318901590546313,-0.7827908814072424,-11.152572631334518,8.24517561807084,0.566782594334346
16,ZTF18aabukgo,0.0261185,1.11e-05,z_gal,58785.858268315766,0.001711094,-0.137199686,0.5406329286493873,2.424966969745583,0.001072222,2.244164415974585,0.3935284007630892,-0.001137663,-0.175954291,0.3837332491123062,-0.002203405,-0.000439881,0.8643011902676877,0.011639609,3.1,0,0.3482691459416701,154.926636,43.366308,snia-cosmo,norm,0.0,0.0,2019tjj,100.0,Ia,,2219041,154.926743,43.366459,0.02611178,0.0116429356485605,9.779390573950252,-1.5727066714710891,-11.382393882471172,8.057708377721024,0.5710571391742133,9.956159828804306,-1.8105731931330156,-11.761977597667723,9.137576991272663,0.5647010644059202
26,ZTF18aagrtxs,0.02974109,1.121e-05,z_gal,58213.15026791291,0.005583245,-0.711099829,-0.148608617,0.04138177,0.000170287,0.037109825,0.028008571,2.0735687235291903e-06,-0.000202864,-0.000397335,3.193792142581116e-09,-4.14e-06,-0.000116982,0.009839961,3.1,0,1.3033276997073706e-06,198.606075,50.977709,snia-cosmo,norm,1.0,1.0,2018amo,100.0,Ia,,2018amo,198.60868884,50.97918289,0.02970885,0.009833925589919,9.392011175328914,-1.171729808983566,-10.569638904490732,7.816211116000013,0.5749723724749046,10.71068395010111,-1.201713871444558,-11.922884704164376,8.13184600577239,0.5760431860984067
27,ZTF18aagstdc,0.04036722,0.00388973,z_snid,58214.47844466911,0.004135292,-0.047931292,-0.09761537,0.035814634,0.000125131,0.049832167,0.027517499,1.292591464730712e-06,-0.000336499,-0.000322083,-1.3e-07,-2.99e-06,-0.000123579,0.01723592,3.1,0,0.099247432,237.514822,42.088482,snia-cosmo,norm,1.0,1.0,2018apn,100.0,SNIa,,2018apn,237.5148629,42.08846301,0.039,0.0172358463704586,8.220653701282144,-1.5648143879400729,-9.87909831283704,6.498349853560985,0.6249906372067829,8.130934365229155,-1.2908678829320022,-9.433842434890757,5.6921553748814,0.6338323798792577
28,ZTF18aagtcxj,0.03235875,1.75e-05,z_gal,58213.95033146832,0.001038971,-1.883614052,0.4128866070449392,0.04356523,3.4237437996748575e-05,0.046483656,0.029781786,5.297338667171864e-07,-0.000167228,-0.000507592,-5.62e-08,-9.04e-07,-6.11e-05,0.010263233,3.1,0,0.2691278535355169,248.048142,42.713406,snia-cosmo,norm,1.0,1.0,2018aqm,99.75786924939467,Ia,,2018aqm,248.03683228,42.70802454,0.272897,0.0103903488256037,9.92747039341755,-0.889482338227155,-10.857943713665884,7.731121805490425,0.5865858687910322,8.723984966390317,-1.8482673713703468,-10.602110888088928,8.867243320518075,0.567527003250223
30,ZTF18aahatvc,0.07784326,1.016e-05,z_gal,58985.92341576101,0.000945047,1.3130588258732798,0.026733648,0.1484076097731304,3.09245691601701e-05,0.1612938627590558,0.03198512,2.819572096952688e-07,-0.005337455,7.756930130233146e-05,-1.14e-06,-7.73e-07,-0.000518309,0.018028642,3.1,0,0.004153958,230.519091,30.048732,snia-cosmo,91t,1.0,1.0,2020itn,100.0,SN Ia-91T-like,,2020itn,230.51905664,30.04882367,0.07784651,0.0180273375287652,9.50801555242867,-0.75851282041256,-10.296154775962654,6.920463790047186,0.5857407880372613,9.889911728164126,-0.1611305445650782,-10.045535409028604,6.7901468415462105,0.5828164523087243
32,ZTF18aahfbqp,0.04114499,1.344e-05,z_gal,59208.83655494514,0.003086657,-1.969448826,-0.112339892,0.2042670864066167,0.000170895,0.2787684381615879,0.056368413,-7.93e-07,0.001220338,0.000746747,-2.55e-05,-7.39e-06,0.003757871,0.019828617,3.1,0,0.6495781866120017,156.678658,21.724132,snia-cosmo,norm,1.0,1.0,2020acua,100.0,SN Ia,,2020acua,156.67857805,21.72402237,0.04114499,0.0198278496414423,10.44179616622257,0.4148667088105139,-10.020634178309752,6.676878365733852,0.6003217863988831,11.178302160157546,-1.54356215979293,-12.696196947644207,12.08650570729013,0.5668138806451468
34,ZTF18aahfgsk,0.053865,1.313e-05,z_gal,58215.52664059572,0.001643723,0.3158562223135606,-0.108170333,0.1346104073636524,6.24237018180564e-05,0.1080102821011784,0.031677719,-9.88e-07,-0.002238194,0.00014155,-2.94e-06,-1.74e-06,0.000971588,0.02655248,3.1,0,0.1482773888744763,181.242959,32.391378,snia-cosmo,norm,1.0,1.0,2018aqk,100.0,Ia,,2018aqk,181.24580791,32.39119082,0.05376839,0.0266019027680158,9.073378966169049,-1.319365978125833,-10.398456795879772,7.471180499315261,0.5762702854396025,11.117322706089617,0.4387965592897226,-10.671358184456402,7.920946367990861,0.581330919196053
37,ZTF18aahfzea,0.02435577,1.243e-05,z_gal,58220.33817925686,0.007741027,0.1699589537769325,-0.162483491,0.3243870375699771,0.000365026,0.1538717513159493,0.038807273,-5.67e-05,-0.027017839,0.005519243,-5.22e-06,-1.27e-05,-0.000272879,0.032158049,3.1,0,0.8314140288275885,181.361093,20.299105,snia-cosmo,norm,1.0,1.0,2018aqh,100.0,Ia,,2018aqh,181.3663,20.3087,0.02435577,0.0320121965557336,7.663676960384926,-1.703167342670951,-9.351025626353136,6.677600230155073,0.6144485443625356,10.865095767009056,0.4673362535695141,-10.399151332356729,8.449933780590712,0.5697655382139247
38,ZTF18aahheaj,0.05275113,1.415e-05,z_gal,58226.14394950876,0.001367171,0.933237214,0.025291618,0.2023885232047177,4.982490388567807e-05,0.1578564448904543,0.032312061,-2.2e-06,-0.008839184,0.001859232,-1.14e-06,-1.39e-06,-0.000227539,0.02177072,3.1,0,0.999173888,195.110534,18.619384,snia-cosmo,norm,1.0,1.0,2018avp,100.0,Ia,,2018avp,195.1118355,18.6197694,0.05270904,0.021768665164709,8.298608798589388,-1.48135266371554,-9.798962054446298,5.965978404604478,0.6088734973044317,9.679750987159682,-0.3618155978493577,-10.047754604164895,9.196608565723707,0.565632245502593
39,ZTF18aahhenr,0.07637882,2.162e-05,z_gal,58222.06182443193,0.000957447,0.7339063751365624,-0.152800265,0.2159823191723262,3.536808551846116e-05,0.1909675598324022,0.032111406,-1.05e-06,-0.011892605,0.000829124,-2.64e-06,-1.01e-06,0.001828508,0.010154107,3.1,0,0.7969284338125948,207.363157,26.462086,snia-cosmo,91t,1.0,1.0,2018are,100.0,Ia-91T,,2018are,207.36148439,26.46189032,0.07637882,0.0101673822663724,9.141046554501743,-1.6226909052598506,-10.790120372323006,7.455734522988186,0.5833370994047025,10.924415218477511,-1.8842917762323532,-12.782792082579506,10.717715869717482,0.5650113395513938
